Order Id,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
DC-724,1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
DD-1055,1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
DY-1061,1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
DM-494,1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
DC-725,1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
DD-1056,1978,24,Male,Sandals,Foot wear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
DY-1062,1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
DM-495,1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
DC-726,1981,51,Male,Sandals,Foot wear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
DD-1057,1982,69,Male,Shoes,Foot wear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
DY-1063,1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
DM-496,1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
DC-727,1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly
DD-1058,1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
DY-1064,1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
DM-497,1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
DC-728,1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
DD-1059,1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4,No,Express,No,No,39,PayPal,Bi-Weekly
DY-1065,1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
DM-498,1992,46,Male,Sneakers,Foot wear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
DC-729,1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
DD-1060,1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
DY-1066,1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
DM-499,1996,67,Male,Boots,Foot wear,80,Missouri,S,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
DC-730,1997,67,Male,Sneakers,Foot wear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
DD-1061,1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
DY-1067,1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
DM-500,2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
DC-731,2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
DD-1062,2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
DY-1068,2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
DM-501,2004,68,Male,Sneakers,Foot wear,72,Maine,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
DC-732,2005,44,Male,Shoes,Foot wear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
DD-1063,2006,18,Male,Sandals,Foot wear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
DY-1069,2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
DM-502,2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
DC-733,2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
DD-1064,2010,37,Male,Boots,Foot wear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
DY-1070,2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
DM-503,2012,57,Male,Sandals,Foot wear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
DC-734,2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
DD-1065,2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
DY-1071,2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
DM-504,2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
DC-735,2017,53,Male,Shoes,Foot wear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
DD-1066,2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
DY-1072,2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
DM-505,2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
DC-736,2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
DD-1067,2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
DY-1073,2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
DM-506,2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
DC-737,2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
DD-1068,2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3,No,Express,No,No,43,Debit Card,Fortnightly
DY-1074,2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
DM-507,2028,50,Male,Shoes,Foot wear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
DC-738,2029,29,Male,Shoes,Foot wear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
DD-1069,2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
DY-1075,2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
DM-508,2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
DC-739,2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
DD-1070,2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually
DY-1076,2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
DM-509,2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
DC-740,2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
DD-1071,2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
DY-1077,2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
DM-510,2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
DC-741,2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
DD-1072,2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
DY-1078,2043,19,Male,Shoes,Foot wear,52,Alabama,M,Red,Spring,4,No,2-Day Shipping,No,No,35,Venmo,Monthly
DM-511,2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
DC-742,2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3,No,Free Shipping,No,No,17,PayPal,Fortnightly
DD-1073,2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly
DY-1079,2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
DM-512,2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
DC-743,2049,45,Male,Sneakers,Foot wear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
DD-1074,2050,68,Male,Boots,Foot wear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually
DY-1080,2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
DM-513,2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
DC-744,2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
DD-1075,2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
DY-1081,2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
DM-514,2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
DC-745,2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
DD-1076,2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
DY-1082,2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
DM-515,2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
DC-746,2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
DD-1077,2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
DY-1083,2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
DM-516,2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
DC-747,2065,31,Male,Shoes,Foot wear,99,Arkansas,M,Green,Summer,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
DD-1078,2066,27,Male,Sneakers,Foot wear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
DY-1084,2067,64,Male,Sneakers,Foot wear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
DM-517,2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
DC-748,2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
DD-1079,2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
DY-1085,2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
DM-518,2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
DC-749,2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
DD-1080,2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
DY-1086,2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
DM-519,2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
DC-750,2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
DD-1081,2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
DY-1087,2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
DM-520,2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
DC-751,2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
DD-1082,2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
DY-1088,2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
DM-521,2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
DC-752,2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4,No,Standard,No,No,43,Bank Transfer,Quarterly
DD-1083,2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
DY-1089,2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
DM-522,2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
DC-753,2089,39,Male,Sandals,Foot wear,89,California,L,Orange,Spring,4,No,Standard,No,No,49,Debit Card,Annually
DD-1084,2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
DY-1090,2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
DM-523,2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
DC-754,2093,42,Male,Sandals,Foot wear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
DD-1085,2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
DY-1091,2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
DM-524,2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
DC-755,2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
DD-1086,2098,33,Male,Sneakers,Foot wear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
DY-1092,2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
DM-525,2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
DC-756,2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
DD-1087,2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
DY-1093,2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
DM-526,2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
DC-757,2105,53,Male,Shoes,Foot wear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
DD-1088,2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
DY-1094,2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
DM-527,2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
DC-758,2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
DD-1089,2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
DY-1095,2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
DM-528,2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
DC-759,2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
DD-1090,2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
DY-1096,2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
DM-529,2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
DC-760,2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
DD-1091,2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
DY-1097,2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
DM-530,2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
DC-761,2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
DD-1092,2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
DY-1098,2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4,No,Express,No,No,42,Debit Card,Weekly
DM-531,2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
DC-762,2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
DD-1093,2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
DY-1099,2127,63,Male,Shoes,Foot wear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
DM-532,2128,70,Male,Boots,Foot wear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
DC-763,2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
DD-1094,2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
DY-1100,2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
DM-533,2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
DC-764,2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
DD-1095,2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
DY-1101,2135,55,Male,Sandals,Foot wear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
DM-534,2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
DC-765,2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
DD-1096,2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
DY-1102,2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
DM-535,2140,40,Male,Boots,Foot wear,95,New York,M,Red,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
DC-766,2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
DD-1097,2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
DY-1103,2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
DM-536,2144,53,Male,Sandals,Foot wear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
DC-767,2145,47,Male,Shoes,Foot wear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
DD-1098,2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
DY-1104,2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
DM-537,2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
DC-768,2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
DD-1099,2150,38,Male,Sandals,Foot wear,21,Hawaii,L,Orange,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
DY-1105,2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
DM-538,2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
DC-769,2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
DD-1100,2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
DY-1106,2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
DM-539,2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
DC-770,2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
DD-1101,2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
DY-1107,2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
DM-540,2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
DC-771,2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually
DD-1102,2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
DY-1108,2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
DM-541,2164,52,Male,Shoes,Foot wear,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
DC-772,2165,42,Male,Sandals,Foot wear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
DD-1103,2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
DY-1109,2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
